date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0119,0.0187,0.0199,0.0235,0.0261
2017-10-16,0.0251,0.0198,0.0196,0.024,0.026
2017-10-17,0.0104,0.0159,0.019,0.0227,0.0254
