date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-0.31,0.14,0.103,0.144,0.204,0.212
2017-10-16,-0.3,0.17,0.107,0.226,0.202,0.215
2017-10-13,0.31,0.15,0.137,0.224,0.202,0.218
2017-10-12,-0.61,0.26,0.27,0.246,0.217,0.217
2017-10-11,0.61,0.55,0.237,0.238,0.23,0.221
2017-10-10,0.31,0.16,0.14,0.154,0.191,0.217
2017-10-09,0.31,0.26,0.16,0.146,0.193,0.216
2017-09-29,0.31,0.22,0.117,0.128,0.189,0.219
2017-09-28,0.0,0.13,0.083,0.144,0.181,0.23
2017-09-27,-0.31,0.12,0.097,0.196,0.199,0.26
2017-09-26,0.0,0.17,0.157,0.204,0.236,0.271
2017-09-25,-1.22,0.3,0.23,0.206,0.234,0.283
2017-09-22,0.0,0.39,0.183,0.19,0.234,0.303
2017-09-21,-0.3,0.16,0.113,0.14,0.234,0.313
2017-09-20,0.3,0.18,0.133,0.17,0.276,0.333
2017-09-19,-0.3,0.22,0.12,0.232,0.287,0.373
2017-09-18,-0.3,0.14,0.15,0.218,0.3,0.458
2017-09-15,-0.3,0.31,0.267,0.25,0.345,0.488
2017-09-14,0.61,0.49,0.213,0.266,0.369,0.513
2017-09-13,0.0,0.15,0.15,0.284,0.365,0.503
2017-09-12,-0.3,0.3,0.23,0.312,0.429,0.511
2017-09-11,-0.3,0.39,0.323,0.322,0.548,0.515
2017-09-08,0.91,0.58,0.29,0.362,0.568,0.513
2017-09-07,-0.6,0.29,0.213,0.356,0.579,0.503
2017-09-06,-0.3,0.35,0.313,0.388,0.583,0.513
2017-09-05,0.3,0.59,0.38,0.476,0.576,0.528
2017-09-04,0.0,0.55,0.333,0.656,0.552,0.517
2017-09-01,0.3,0.45,0.413,0.664,0.533,0.501
2017-08-31,-0.9,0.79,0.76,0.712,0.531,0.499
2017-08-30,0.91,1.49,0.693,0.62,0.497,0.502
2017-08-29,-0.3,0.59,0.427,0.378,0.405,0.483
2017-08-28,0.61,0.69,0.34,0.33,0.389,0.467
2017-08-25,0.92,0.33,0.203,0.264,0.35,0.467
2017-08-24,-0.91,0.28,0.21,0.284,0.36,0.475
2017-08-23,0.3,0.35,0.237,0.318,0.415,0.5
2017-08-22,-0.61,0.36,0.263,0.362,0.501,0.507
2017-08-21,0.0,0.43,0.293,0.376,0.5,0.517
2017-08-18,-0.3,0.45,0.34,0.35,0.526,0.522
2017-08-17,0.3,0.57,0.333,0.346,0.525,0.518
2017-08-16,0.61,0.43,0.243,0.398,0.534,0.5
2017-08-15,-0.61,0.3,0.243,0.554,0.536,0.497
2017-08-14,0.61,0.43,0.42,0.564,0.557,0.512
2017-08-11,-1.8,0.83,0.68,0.616,0.565,0.521
2017-08-10,0.91,1.21,0.52,0.538,0.521,0.521
2017-08-09,-0.3,0.35,0.347,0.428,0.43,0.509
2017-08-08,0.61,0.69,0.377,0.448,0.433,0.527
2017-08-07,0.3,0.44,0.367,0.412,0.417,0.544
2017-08-04,0.61,0.66,0.37,0.426,0.429,0.54
2017-08-03,-0.61,0.45,0.32,0.372,0.446,0.543
2017-08-02,0.0,0.51,0.34,0.342,0.505,0.542
2017-08-01,0.3,0.51,0.3,0.316,0.515,0.534
2017-07-31,0.61,0.39,0.23,0.32,0.559,0.519
2017-07-28,-0.61,0.3,0.227,0.354,0.558,0.525
2017-07-27,0.31,0.38,0.303,0.46,0.598,0.545
2017-07-26,-0.3,0.53,0.363,0.592,0.604,0.547
2017-07-25,-1.21,0.56,0.463,0.608,0.59,0.543
2017-07-24,0.3,0.83,0.623,0.686,0.563,0.528
2017-07-21,1.22,1.04,0.55,0.596,0.528,0.485
2017-07-20,0.0,0.61,0.52,0.528,0.483,0.434
2017-07-19,1.24,0.95,0.443,0.494,0.463,0.411
2017-07-18,0.31,0.38,0.36,0.382,0.416,0.369
2017-07-17,-1.23,0.7,0.38,0.364,0.411,0.363
2017-07-14,0.31,0.44,0.277,0.32,0.359,0.337
2017-07-13,0.62,0.39,0.227,0.35,0.343,0.339
2017-07-12,-0.61,0.29,0.257,0.354,0.33,0.348
2017-07-11,0.31,0.48,0.357,0.392,0.334,0.378
2017-07-10,0.31,0.59,0.333,0.362,0.315,0.365
2017-07-07,0.0,0.41,0.297,0.28,0.286,0.343
2017-07-06,0.31,0.48,0.27,0.254,0.292,0.343
2017-07-05,0.0,0.33,0.17,0.21,0.297,0.321
2017-07-04,-0.31,0.18,0.153,0.21,0.338,0.313
2017-07-03,0.31,0.28,0.18,0.232,0.348,0.317
2017-06-30,0.31,0.26,0.197,0.236,0.346,0.319
2017-06-29,-0.31,0.33,0.207,0.278,0.362,0.325
2017-06-28,-0.62,0.29,0.197,0.318,0.344,0.335
2017-06-27,0.0,0.3,0.257,0.408,0.336,0.369
2017-06-26,0.62,0.47,0.333,0.404,0.329,0.379
2017-06-23,-0.62,0.53,0.423,0.362,0.313,0.362
2017-06-22,0.0,0.74,0.34,0.34,0.296,0.35
2017-06-21,0.31,0.28,0.18,0.222,0.27,0.329
2017-06-20,-0.61,0.26,0.227,0.208,0.322,0.345
2017-06-19,0.31,0.42,0.19,0.202,0.34,0.35
2017-06-16,-0.31,0.15,0.12,0.18,0.32,0.364
2017-06-15,0.31,0.21,0.147,0.222,0.34,0.387
2017-06-14,0.0,0.23,0.18,0.276,0.361,0.39
2017-06-13,0.0,0.31,0.223,0.39,0.39,0.389
2017-06-12,-0.61,0.36,0.28,0.416,0.393,0.385
2017-06-09,0.62,0.48,0.427,0.388,0.42,0.389
2017-06-08,0.62,0.8,0.413,0.362,0.421,0.375
2017-06-07,0.62,0.44,0.22,0.286,0.367,0.342
2017-06-06,-0.31,0.22,0.19,0.302,0.345,0.337
2017-06-05,0.62,0.35,0.257,0.326,0.348,0.345
2017-06-02,-0.31,0.42,0.313,0.382,0.355,0.343
2017-06-01,0.62,0.52,0.287,0.396,0.339,0.349
2017-05-31,0.0,0.34,0.323,0.344,0.318,0.341
2017-05-26,0.94,0.63,0.373,0.32,0.32,0.339
2017-05-25,1.59,0.49,0.25,0.244,0.291,0.319
2017-05-24,0.0,0.26,0.16,0.23,0.275,0.317
2017-05-23,-0.63,0.22,0.157,0.23,0.299,0.329
2017-05-22,0.0,0.25,0.223,0.248,0.318,0.337
2017-05-19,-0.63,0.42,0.227,0.27,0.323,0.343
2017-05-18,-1.24,0.26,0.19,0.254,0.314,0.337
2017-05-17,0.0,0.31,0.223,0.268,0.335,0.364
2017-05-16,1.25,0.36,0.233,0.306,0.347,0.37
2017-05-15,-0.31,0.34,0.223,0.316,0.346,0.372
2017-05-12,0.31,0.33,0.277,0.308,0.346,0.411
2017-05-11,-0.62,0.5,0.303,0.308,0.345,0.425
2017-05-10,-1.53,0.41,0.237,0.302,0.362,0.43
2017-05-09,0.31,0.3,0.21,0.306,0.361,0.457
2017-05-08,-0.31,0.33,0.267,0.316,0.37,0.47
2017-05-05,-0.31,0.47,0.3,0.318,0.429,0.494
2017-05-04,-1.21,0.43,0.26,0.288,0.437,0.563
2017-05-03,-0.3,0.35,0.23,0.336,0.451,0.673
2017-05-02,-0.6,0.34,0.22,0.346,0.497,0.703
2017-04-28,0.3,0.32,0.33,0.356,0.513,0.742
2017-04-27,-0.3,0.67,0.357,0.476,0.55,0.811
