date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-1.65,0.64,0.78,0.93,1.412,1.384
2017-10-16,1.68,1.7,0.827,1.166,1.473,1.463
2017-10-13,0.85,0.78,0.77,1.162,1.406,1.472
2017-10-12,-2.08,1.53,1.117,1.476,1.452,1.58
2017-10-11,-2.52,1.82,1.167,1.612,1.426,1.643
2017-10-10,-2.5,1.68,1.343,1.53,1.429,1.797
2017-10-09,-0.87,2.35,1.52,1.444,1.444,2.117
2017-09-29,4.88,2.21,1.207,1.18,1.392,2.459
2017-09-28,-2.32,1.41,0.887,0.986,1.411,2.675
2017-09-27,0.49,1.25,0.76,0.958,1.517,2.756
2017-09-26,0.4,1.03,0.757,1.078,1.805,2.831
2017-09-25,-1.68,1.24,0.837,1.238,2.351,2.985
2017-09-22,-1.09,1.27,1.04,1.356,2.974,3.061
2017-09-21,-2.14,1.85,1.227,1.582,3.392,3.07
2017-09-20,0.13,1.83,1.22,1.706,3.47,3.046
2017-09-19,-2.22,1.83,1.41,2.166,3.524,3.029
2017-09-18,2.71,2.4,1.623,3.098,3.675,3.047
2017-09-15,-2.64,2.47,2.2,4.112,3.673,3.06
2017-09-14,-2.49,4.13,3.54,4.708,3.567,3.081
2017-09-13,0.82,6.49,4.653,4.408,3.303,2.969
2017-09-12,6.54,7.47,4.307,3.584,2.812,2.797
2017-09-11,3.87,5.45,2.693,2.758,2.274,2.646
2017-09-08,2.67,2.63,1.667,2.144,1.989,2.805
2017-09-07,-3.52,2.37,1.903,1.9,2.004,2.942
2017-09-06,2.21,3.34,1.907,1.724,2.013,2.866
2017-09-05,1.69,2.38,1.263,1.372,2.069,2.755
2017-09-04,0.19,1.41,0.967,1.314,2.352,2.723
2017-09-01,-0.98,1.49,1.023,1.552,2.995,2.817
2017-08-31,0.84,1.58,1.223,1.81,3.314,2.827
2017-08-30,-1.21,2.09,1.563,1.986,3.279,2.891
2017-08-29,0.23,2.6,1.793,2.348,3.237,2.867
2017-08-28,0.51,2.78,1.747,2.87,3.168,2.773
2017-08-25,0.09,2.46,2.12,3.882,3.172,2.67
2017-08-24,-3.65,3.9,3.037,4.326,3.089,2.599
2017-08-23,0.45,5.21,4.35,3.792,2.954,2.494
2017-08-22,3.17,7.84,4.173,3.084,2.605,2.353
2017-08-21,10.02,4.68,1.97,1.898,1.941,2.201
2017-08-18,-2.6,1.23,0.967,1.526,1.596,2.106
2017-08-17,-2.01,1.67,1.193,1.606,1.613,2.138
2017-08-16,-0.97,1.91,1.577,1.782,1.678,2.151
2017-08-15,3.1,2.82,1.483,1.744,1.796,2.105
2017-08-14,0.05,1.63,1.393,1.42,2.071,2.012
2017-08-11,0.45,2.55,1.423,1.34,2.233,1.926
2017-08-10,1.53,1.72,0.973,1.11,2.149,1.79
2017-08-09,0.05,1.2,0.81,1.23,2.164,1.707
2017-08-08,0.36,1.23,0.877,1.608,2.165,1.669
2017-08-07,-0.2,1.4,1.24,2.476,2.185,1.618
2017-08-04,-2.59,2.32,1.803,2.846,2.079,1.555
2017-08-03,-3.65,3.09,2.887,2.724,1.898,1.467
2017-08-02,6.82,5.57,2.94,2.48,1.636,1.294
2017-08-01,5.07,3.25,1.653,1.608,1.143,0.953
2017-07-31,-0.59,1.71,1.193,1.244,0.864,0.807
2017-07-28,3.78,1.87,1.027,0.97,0.738,0.767
2017-07-27,1.35,1.21,0.88,0.698,0.651,0.697
2017-07-26,4.17,1.43,0.59,0.55,0.58,0.695
2017-07-25,-1.05,0.34,0.283,0.392,0.482,0.77
2017-07-24,1.47,0.51,0.327,0.416,0.555,0.799
2017-07-21,-0.94,0.47,0.37,0.404,0.615,0.821
2017-07-20,0.65,0.64,0.367,0.51,0.65,0.833
