date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-2.42,0.72,0.607,0.742,0.693,0.713
2017-10-16,1.06,1.1,0.603,0.758,0.67,0.823
2017-10-13,-1.05,0.71,0.63,0.682,0.636,0.87
2017-10-12,0.95,1.18,0.66,0.634,0.619,0.873
2017-10-11,2.06,0.8,0.507,0.514,0.583,0.847
2017-10-10,-1.39,0.72,0.397,0.484,0.619,0.837
2017-10-09,-0.11,0.47,0.35,0.438,0.784,0.817
2017-09-29,-1.16,0.58,0.41,0.496,0.917,0.821
2017-09-28,1.72,0.65,0.38,0.488,0.934,0.813
2017-09-27,-0.85,0.49,0.417,0.522,0.949,0.795
2017-09-26,1.4,0.76,0.433,0.656,0.964,0.811
2017-09-25,-0.54,0.54,0.453,0.978,0.931,0.801
2017-09-22,-3.02,0.82,0.66,1.23,0.929,0.807
2017-09-21,-0.21,1.16,1.177,1.216,0.893,0.812
2017-09-20,2.44,2.37,1.39,1.144,0.816,0.777
2017-09-19,2.62,1.8,0.85,0.798,0.652,0.664
2017-09-18,0.0,0.75,0.517,0.524,0.532,0.611
2017-09-15,0.55,0.8,0.48,0.478,0.521,0.667
2017-09-14,0.44,0.64,0.357,0.41,0.53,0.749
2017-09-13,0.44,0.43,0.317,0.36,0.529,0.74
2017-09-12,-0.44,0.52,0.327,0.42,0.554,0.752
2017-09-11,0.44,0.46,0.283,0.436,0.602,0.76
2017-09-08,0.56,0.39,0.373,0.472,0.715,0.772
2017-09-07,-1.32,0.73,0.443,0.572,0.88,0.771
2017-09-06,-0.76,0.6,0.413,0.552,0.857,0.784
2017-09-05,-0.86,0.64,0.51,0.568,0.858,0.779
2017-09-04,1.2,0.89,0.507,0.64,0.858,0.793
2017-09-01,0.55,0.63,0.437,0.78,0.833,0.854
2017-08-31,-0.33,0.68,0.56,1.062,0.807,0.844
2017-08-30,0.33,1.0,0.863,1.026,0.832,0.843
2017-08-29,-1.62,1.59,1.21,0.948,0.784,0.821
2017-08-28,-2.53,2.04,0.847,0.758,0.711,0.778
2017-08-25,0.96,0.5,0.37,0.478,0.687,0.675
2017-08-24,-1.88,0.61,0.417,0.452,0.685,0.702
2017-08-23,-0.72,0.64,0.427,0.516,0.69,0.727
2017-08-22,-1.63,0.64,0.337,0.492,0.694,0.749
2017-08-21,0.2,0.37,0.433,0.536,0.724,0.789
2017-08-18,-3.17,0.93,0.483,0.822,0.736,0.867
2017-08-17,-0.69,0.52,0.46,0.732,0.734,0.934
2017-08-16,-1.17,0.86,0.887,0.76,0.78,1.026
2017-08-15,2.79,1.8,0.76,0.724,0.792,1.166
2017-08-14,1.42,0.48,0.38,0.552,0.735,1.249
2017-08-11,-1.2,0.66,0.447,0.554,0.842,1.282
2017-08-10,-0.99,0.68,0.54,0.604,0.969,1.293
2017-08-09,2.23,0.94,0.477,0.664,1.091,1.309
2017-08-08,0.3,0.49,0.467,0.672,1.293,1.321
2017-08-07,-2.09,0.91,0.63,0.82,1.548,1.419
2017-08-04,0.4,0.98,0.653,0.948,1.555,1.458
2017-08-03,-1.18,0.98,0.737,1.138,1.54,1.504
2017-08-02,0.9,1.23,0.927,1.322,1.534,1.537
2017-08-01,-1.08,1.55,1.16,1.668,1.522,1.618
2017-07-31,1.2,1.93,1.277,1.966,1.563,1.702
2017-07-28,-2.24,1.9,1.62,1.776,1.52,1.826
2017-07-27,0.1,2.96,2.0,1.562,1.497,1.884
2017-07-26,9.97,3.04,1.34,1.154,1.348,1.72
2017-07-25,-1.37,0.98,0.603,0.768,1.289,1.549
2017-07-24,-0.73,0.83,0.583,0.964,1.472,1.519
2017-07-21,-3.15,0.92,0.677,1.098,1.768,1.501
2017-07-20,-1.11,1.11,1.023,1.248,1.953,1.459
2017-07-19,3.32,1.96,1.153,1.32,1.892,1.401
2017-07-18,2.34,1.5,1.057,1.418,1.743,1.285
2017-07-17,-6.65,1.67,1.047,1.68,1.647,1.197
2017-07-14,-2.04,1.47,1.307,2.104,1.536,1.101
2017-07-13,-2.09,2.45,1.753,2.364,1.418,1.027
2017-07-12,-1.87,2.81,2.2,1.974,1.197,0.881
2017-07-11,5.83,3.79,2.187,1.506,0.937,0.715
2017-07-10,10.0,2.77,1.09,0.856,0.576,0.49
2017-07-07,0.99,0.5,0.323,0.414,0.323,0.323
2017-07-06,-0.55,0.47,0.337,0.372,0.308,0.315
2017-07-05,-0.11,0.54,0.367,0.326,0.287,0.303
2017-07-04,3.03,0.56,0.283,0.26,0.265,0.325
2017-07-03,1.37,0.29,0.177,0.184,0.251,0.327
2017-06-30,0.92,0.24,0.15,0.174,0.249,0.33
2017-06-29,0.69,0.21,0.13,0.196,0.263,0.35
2017-06-28,-0.8,0.18,0.14,0.206,0.271,0.42
2017-06-27,0.12,0.24,0.197,0.234,0.339,0.428
2017-06-26,2.11,0.35,0.203,0.27,0.375,0.439
2017-06-23,-0.35,0.26,0.193,0.254,0.373,0.444
2017-06-22,0.23,0.32,0.247,0.278,0.401,0.465
2017-06-21,0.23,0.42,0.23,0.272,0.495,0.492
2017-06-20,-0.35,0.27,0.217,0.36,0.483,0.516
2017-06-19,1.91,0.38,0.223,0.426,0.497,0.541
2017-06-16,-0.7,0.29,0.383,0.416,0.501,0.549
2017-06-15,-0.23,0.86,0.487,0.466,0.53,0.564
2017-06-14,3.02,0.6,0.31,0.546,0.516,0.536
2017-06-13,0.85,0.33,0.29,0.486,0.534,0.521
2017-06-12,-3.07,0.54,0.6,0.502,0.566,0.529
2017-06-09,3.79,1.26,0.52,0.478,0.562,0.505
2017-06-08,0.49,0.3,0.237,0.342,0.487,0.441
2017-06-07,2.14,0.41,0.277,0.426,0.501,0.446
2017-06-06,-0.5,0.42,0.333,0.5,0.498,0.439
2017-06-05,-1.24,0.58,0.433,0.546,0.501,0.426
2017-06-02,5.74,0.72,0.5,0.53,0.46,0.409
2017-06-01,1.32,0.78,0.477,0.488,0.419,0.393
2017-05-31,2.02,0.65,0.383,0.42,0.378,0.379
2017-05-26,1.93,0.5,0.337,0.366,0.343,0.389
2017-05-25,-0.41,0.51,0.317,0.356,0.316,0.374
2017-05-24,-3.31,0.44,0.273,0.288,0.297,0.362
2017-05-23,-1.44,0.38,0.277,0.262,0.302,0.365
2017-05-22,0.26,0.45,0.207,0.26,0.32,0.367
2017-05-19,-0.39,0.17,0.16,0.23,0.356,0.396
2017-05-18,-0.78,0.31,0.227,0.242,0.366,0.401
2017-05-17,0.91,0.37,0.223,0.244,0.368,0.405
2017-05-16,1.46,0.3,0.177,0.268,0.38,0.393
2017-05-15,0.0,0.23,0.183,0.32,0.391,0.405
2017-05-12,-2.33,0.32,0.27,0.436,0.456,0.42
2017-05-11,0.0,0.49,0.35,0.426,0.449,0.427
2017-05-10,-1.28,0.56,0.457,0.394,0.436,0.425
2017-05-09,-5.89,0.81,0.36,0.38,0.4,0.415
2017-05-08,0.0,0.27,0.2,0.3,0.366,0.389
2017-05-05,0.6,0.33,0.273,0.422,0.385,0.413
2017-05-04,0.73,0.49,0.3,0.406,0.395,0.445
2017-05-03,0.0,0.41,0.43,0.38,0.391,0.455
2017-05-02,2.24,0.88,0.377,0.338,0.391,0.515
2017-04-28,0.88,0.25,0.203,0.256,0.346,0.503
2017-04-27,0.76,0.36,0.187,0.298,0.383,0.531
2017-04-26,-0.63,0.2,0.223,0.312,0.428,0.543
2017-04-25,0.76,0.47,0.31,0.362,0.472,0.581
2017-04-24,-4.59,0.46,0.297,0.35,0.556,0.63
2017-04-21,0.85,0.43,0.293,0.344,0.581,0.635
2017-04-20,1.61,0.45,0.287,0.382,0.605,0.657
2017-04-19,-1.1,0.41,0.28,0.454,0.614,0.653
2017-04-18,-0.73,0.43,0.35,0.5,0.65,0.671
2017-04-17,-3.18,0.62,0.477,0.676,0.727,0.681
2017-04-14,-3.08,0.81,0.483,0.694,0.719,0.705
2017-04-13,-1.46,0.64,0.65,0.666,0.713,0.693
2017-04-12,2.77,1.31,0.673,0.646,0.689,0.679
2017-04-11,-0.8,0.71,0.46,0.538,0.626,0.625
2017-04-10,1.75,0.67,0.403,0.636,0.613,0.627
2017-04-07,0.7,0.54,0.437,0.61,0.644,0.635
2017-04-06,0.12,0.77,0.657,0.652,0.652,0.637
2017-04-05,0.24,1.2,0.58,0.578,0.619,0.614
2017-03-31,0.59,0.54,0.43,0.474,0.549,0.56
2017-03-30,-4.31,0.75,0.383,0.482,0.569,0.572
2017-03-29,-0.56,0.4,0.36,0.528,0.572,0.563
2017-03-28,0.8,0.68,0.42,0.572,0.59,0.591
2017-03-27,-0.68,0.58,0.52,0.524,0.564,0.625
2017-03-24,-0.34,0.98,0.533,0.508,0.545,0.718
2017-03-23,-0.11,0.62,0.353,0.46,0.519,0.703
2017-03-22,-0.89,0.44,0.313,0.492,0.518,0.696
2017-03-21,0.34,0.5,0.413,0.52,0.556,0.744
2017-03-20,-1.54,0.74,0.507,0.504,0.626,0.785
2017-03-17,-1.73,0.78,0.453,0.434,0.749,0.808
2017-03-16,0.11,0.58,0.333,0.422,0.747,0.812
2017-03-15,-1.07,0.42,0.27,0.428,0.74,0.846
2017-03-14,-1.27,0.39,0.37,0.508,0.814,0.933
2017-03-13,2.16,0.72,0.443,0.67,0.887,1.163
2017-03-10,0.0,0.61,0.477,0.92,0.923,1.34
2017-03-09,-3.14,0.82,0.673,0.95,0.946,1.361
2017-03-08,0.42,1.2,1.057,0.888,0.973,1.367
2017-03-07,2.59,1.97,0.91,0.88,1.025,1.327
2017-03-06,0.98,0.76,0.423,0.71,1.212,1.261
2017-03-03,0.33,0.51,0.557,0.774,1.474,1.259
2017-03-02,-2.76,1.16,0.76,0.84,1.515,1.327
2017-03-01,1.07,1.12,0.733,0.826,1.49,1.317
2017-02-28,-1.27,1.08,0.64,0.946,1.438,1.279
2017-02-27,0.0,0.84,0.643,1.498,1.428,1.253
2017-02-24,-1.67,1.09,0.937,2.006,1.418,1.261
2017-02-23,-2.84,1.72,1.853,1.972,1.461,1.241
2017-02-22,-1.2,3.84,2.407,1.81,1.391,1.168
2017-02-21,10.02,3.38,1.433,1.162,1.062,0.955
2017-02-20,2.02,0.92,0.61,0.682,0.793,0.828
2017-02-17,1.25,0.91,0.503,0.646,0.796,0.914
2017-02-16,-0.79,0.6,0.527,0.768,0.785,1.073
2017-02-15,0.11,0.98,0.573,0.852,0.787,1.127
2017-02-14,0.23,0.74,0.753,0.766,0.754,1.149
2017-02-13,-0.45,1.52,0.847,0.756,0.827,1.245
2017-02-10,-2.42,1.02,0.523,0.642,0.896,1.318
2017-02-09,-0.55,0.55,0.413,0.598,1.124,1.375
2017-02-08,-0.11,0.69,0.547,0.612,1.209,1.458
2017-02-07,0.77,0.95,0.583,0.604,1.272,1.471
2017-02-06,0.67,0.8,0.473,0.708,1.395,1.516
2017-02-03,0.45,0.62,0.423,0.99,1.576,1.685
2017-01-26,-0.55,0.65,0.707,1.526,1.702,1.77
2017-01-25,0.89,1.47,1.227,1.676,1.816,1.817
