date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,0.17,0.11,0.097,0.116,0.134,0.144
2017-10-16,-0.17,0.18,0.1,0.142,0.134,0.151
2017-10-13,-0.17,0.12,0.097,0.138,0.126,0.151
2017-10-12,-1.0,0.17,0.137,0.136,0.142,0.163
2017-10-11,0.67,0.24,0.133,0.122,0.141,0.173
2017-10-10,0.85,0.16,0.09,0.104,0.134,0.201
2017-10-09,0.51,0.11,0.07,0.094,0.139,0.202
2017-09-29,-0.68,0.1,0.083,0.092,0.147,0.219
2017-09-28,-0.67,0.15,0.087,0.128,0.166,0.229
2017-09-27,0.0,0.11,0.07,0.13,0.183,0.235
2017-09-26,-0.17,0.1,0.127,0.142,0.239,0.248
2017-09-25,0.85,0.28,0.147,0.164,0.246,0.26
2017-09-22,0.85,0.16,0.11,0.146,0.255,0.273
2017-09-21,-0.85,0.17,0.127,0.172,0.263,0.276
2017-09-20,-0.84,0.21,0.133,0.202,0.27,0.292
2017-09-19,-0.33,0.19,0.16,0.294,0.28,0.295
2017-09-18,0.5,0.29,0.203,0.29,0.289,0.308
2017-09-15,-1.65,0.32,0.33,0.306,0.307,0.304
2017-09-14,3.07,0.67,0.28,0.29,0.296,0.311
2017-09-13,0.17,0.17,0.18,0.204,0.27,0.279
2017-09-12,-1.84,0.37,0.203,0.232,0.278,0.281
2017-09-11,-0.5,0.24,0.16,0.214,0.28,0.275
2017-09-08,-0.99,0.24,0.183,0.26,0.279,0.279
2017-09-07,0.0,0.31,0.197,0.254,0.298,0.277
2017-09-06,-0.17,0.28,0.25,0.274,0.286,0.279
2017-09-05,1.85,0.47,0.227,0.268,0.277,0.278
2017-09-04,0.17,0.21,0.207,0.252,0.259,0.261
2017-09-01,-1.0,0.41,0.22,0.256,0.267,0.267
2017-08-31,1.18,0.25,0.213,0.26,0.248,0.271
2017-08-30,-1.33,0.39,0.207,0.248,0.256,0.29
2017-08-29,0.67,0.23,0.22,0.208,0.244,0.299
2017-08-28,-0.17,0.43,0.207,0.22,0.243,0.307
2017-08-25,1.01,0.19,0.127,0.192,0.23,0.31
2017-08-24,-0.17,0.19,0.16,0.198,0.258,0.325
2017-08-23,-1.49,0.29,0.193,0.226,0.292,0.367
2017-08-22,-2.27,0.29,0.17,0.222,0.315,0.395
2017-08-21,0.33,0.22,0.183,0.208,0.322,0.441
2017-08-18,0.49,0.33,0.2,0.224,0.347,0.493
2017-08-17,0.66,0.27,0.163,0.252,0.356,0.558
2017-08-16,0.0,0.22,0.173,0.304,0.41,0.62
2017-08-15,-0.65,0.3,0.257,0.364,0.46,0.752
2017-08-14,-0.81,0.47,0.333,0.376,0.527,0.797
2017-08-11,0.0,0.53,0.35,0.376,0.58,0.84
2017-08-10,0.49,0.52,0.293,0.354,0.658,0.838
2017-08-09,-1.6,0.36,0.277,0.412,0.726,0.821
2017-08-08,0.81,0.47,0.297,0.484,0.91,0.824
2017-08-07,0.65,0.42,0.41,0.584,0.96,0.833
2017-08-04,-4.95,0.81,0.51,0.7,1.03,0.826
2017-08-03,-1.07,0.72,0.563,0.8,0.999,0.802
2017-08-02,1.55,0.97,0.657,0.896,0.954,0.794
2017-08-01,-1.07,1.0,0.77,1.142,0.897,0.74
2017-07-31,-2.4,1.31,0.837,1.136,0.857,0.685
