date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,0.0,0.08,0.077,0.102,0.115,0.118
2017-10-16,0.26,0.15,0.093,0.116,0.118,0.123
2017-10-13,0.33,0.13,0.093,0.106,0.114,0.123
2017-10-12,-0.92,0.15,0.1,0.1,0.116,0.134
2017-10-11,-0.78,0.15,0.083,0.094,0.113,0.137
2017-10-10,0.0,0.1,0.067,0.098,0.111,0.137
2017-10-09,0.52,0.1,0.073,0.1,0.116,0.141
2017-09-29,0.13,0.12,0.097,0.102,0.121,0.146
2017-09-28,-2.05,0.17,0.093,0.108,0.139,0.153
2017-09-27,-0.57,0.11,0.073,0.098,0.142,0.153
2017-09-26,0.58,0.11,0.087,0.102,0.146,0.16
2017-09-25,0.52,0.15,0.09,0.11,0.15,0.196
2017-09-22,-1.33,0.12,0.083,0.11,0.153,0.192
2017-09-21,0.45,0.13,0.093,0.146,0.164,0.194
2017-09-20,-0.89,0.15,0.1,0.16,0.167,0.197
2017-09-19,-0.5,0.15,0.15,0.16,0.174,0.195
2017-09-18,1.34,0.3,0.167,0.16,0.224,0.201
2017-09-15,0.64,0.2,0.117,0.136,0.203,0.189
2017-09-14,-0.89,0.15,0.1,0.142,0.198,0.196
2017-09-13,0.51,0.15,0.11,0.144,0.201,0.203
2017-09-12,0.0,0.18,0.137,0.158,0.198,0.203
2017-09-11,-0.32,0.23,0.13,0.252,0.204,0.201
2017-09-08,-0.95,0.16,0.127,0.224,0.192,0.198
2017-09-07,-1.19,0.22,0.29,0.222,0.207,0.201
2017-09-06,1.91,0.65,0.247,0.214,0.21,0.209
2017-09-05,-0.13,0.09,0.08,0.108,0.16,0.203
2017-09-04,-0.19,0.15,0.11,0.138,0.166,0.205
2017-09-01,-1.56,0.18,0.1,0.13,0.17,0.202
2017-08-31,-1.17,0.12,0.12,0.156,0.173,0.202
2017-08-30,0.06,0.24,0.117,0.182,0.194,0.204
2017-08-29,-0.12,0.11,0.14,0.164,0.227,0.197
2017-08-28,1.31,0.31,0.187,0.172,0.228,0.198
2017-08-25,2.76,0.25,0.133,0.148,0.207,0.187
2017-08-24,-2.2,0.15,0.1,0.14,0.2,0.181
2017-08-23,0.06,0.15,0.113,0.176,0.2,0.183
