date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2016-04-21,2954.37,2990.67,2952.89,2943.46,1894068.5,-19.69,-0.66,3016.014,3027.164,3010.793,2004003.67,2110884.54,2127597.27
2016-04-20,3050.38,3055.69,2972.58,2905.05,2831442.25,-70.24,-2.31,3041.908,3032.717,3013.647,2041665.62,2142397.19,2141382.57
2016-04-19,3047.13,3054.5,3042.82,3024.9,1565332.0,9.16,0.3,3060.72,3040.518,3014.986,2095383.67,2091515.01,2134999.12
2016-04-18,3058.46,3058.46,3033.66,3022.97,1833045.12,-44.46,-1.44,3056.886,3041.543,3013.785,2147754.6,2191712.16,2232932.74
2016-04-15,3085.03,3089.95,3078.12,3066.87,1896130.5,-4.24,-0.14,3056.946,3039.13,3009.859,2221182.22,2214953.51,2297946.85
2016-04-14,3080.09,3086.7,3082.36,3056.99,2082378.25,15.72,0.51,3038.314,3031.71,3001.195,2217765.4,2245753.91,2303285.43
2016-04-13,3041.36,3097.16,3066.64,3041.36,3100032.5,42.99,1.42,3023.526,3023.538,2990.598,2243128.75,2247887.54,2292412.79
2016-04-12,3031.3,3036.82,3023.65,3001.32,1827186.62,-10.31,-0.34,3020.316,3008.857,2980.485,2087646.35,2120849.64,2219104.49
2016-04-11,3006.91,3048.98,3033.96,3006.91,2200183.25,49.0,1.64,3026.2,3002.274,2972.277,2235669.73,2140152.21,2225153.17
2016-04-08,2988.2,2996.17,2984.96,2960.46,1879046.38,-23.46,-0.78,3021.314,2996.821,2961.095,2208724.8,2095208.24,2178767.79
2016-04-07,3058.34,3062.36,3008.42,3007.06,2209195.0,-42.17,-1.38,3025.106,2994.422,2952.083,2273742.42,2144310.0,2154305.2
2016-04-06,3039.74,3059.79,3050.59,3029.0,2322620.5,-2.48,-0.08,3023.55,2994.576,2944.79,2252646.32,2140367.95,2135523.14
2016-04-05,3000.94,3057.33,3053.07,2993.15,2567303.5,43.54,1.45,2997.398,2989.453,2937.33,2154052.92,2178483.23,2136133.44
2016-04-01,2997.09,3009.67,3009.53,2956.25,2065458.62,5.61,0.19,2978.348,2986.026,2929.544,2044634.7,2274153.33,2116501.68
2016-03-31,3009.37,3023.41,3003.92,2992.92,2204134.5,3.28,0.11,2972.328,2980.588,2922.775,1981691.68,2380940.19,2169476.34
2016-03-30,2941.22,3001.11,3000.64,2941.22,2103714.5,80.81,2.77,2963.738,2970.679,2915.567,2014877.58,2360816.95,2203008.71
2016-03-29,2956.71,2962.2,2919.83,2905.25,1829653.5,-37.99,-1.28,2965.602,2957.658,2908.019,2028089.58,2336938.04,2233303.88
2016-03-28,2988.01,3008.17,2957.82,2948.53,2020212.38,-21.61,-0.72,2981.508,2952.112,2898.686,2202913.53,2317359.35,2235424.92
2016-03-25,2956.2,2981.41,2979.43,2952.11,1750743.5,18.46,0.62,2993.704,2942.28,2885.194,2503671.95,2310154.14,2238119.66
2016-03-24,2986.8,2998.15,2960.97,2960.54,2370064.0,-48.99,-1.63,2988.848,2925.368,2874.583,2780188.7,2262327.34,2246137.72
2016-03-23,2991.17,3012.56,3009.96,2980.86,2169774.5,10.6,0.35,2977.62,2909.744,2863.597,2706756.32,2164300.4,2262776.73
2016-03-22,3001.63,3019.1,2999.36,2988.43,2703773.25,-19.44,-0.64,2949.714,2895.004,2859.544,2645786.5,2130678.34,2260993.19
2016-03-21,2978.46,3028.32,3018.8,2973.76,3524004.5,63.65,2.15,2922.716,2885.207,2854.742,2431805.17,2093783.66,2225674.86
2016-03-18,2915.52,2971.55,2955.15,2908.74,3133327.25,50.32,1.73,2890.856,2873.061,2850.161,2116636.32,1958850.04,2165562.66
2016-03-17,2875.41,2921.0,2904.83,2857.19,2002902.12,34.4,1.2,2861.888,2864.961,2845.405,1744465.97,1958012.49,2090592.01
2016-03-16,2858.71,2881.53,2870.43,2854.19,1864925.38,6.06,0.21,2841.868,2860.454,2843.308,1621844.47,2045200.48,2100048.84
2016-03-15,2853.98,2865.79,2864.37,2819.79,1633866.62,4.87,0.17,2840.294,2858.379,2843.153,1615570.17,2129669.71,2115257.53
2016-03-14,2830.08,2889.82,2859.5,2823.03,1948160.25,49.19,1.75,2847.698,2845.259,2841.763,1755762.15,2153490.49,2131545.01
2016-03-11,2781.6,2815.61,2810.31,2772.55,1272475.5,5.58,0.2,2855.266,2828.107,2836.098,1801063.75,2166085.17,2098768.96
2016-03-10,2847.57,2863.18,2804.73,2803.48,1389794.62,-57.83,-2.02,2868.034,2823.797,2833.757,2171559.0,2229948.1,2105738.33
2016-03-09,2839.41,2863.01,2862.56,2811.72,1833553.88,-38.83,-1.34,2879.04,2817.449,2832.571,2468556.48,2361253.06,2121439.61
2016-03-08,2895.67,2902.62,2901.39,2802.56,2334826.5,4.05,0.14,2876.464,2824.083,2826.406,2643769.25,2391308.05,2103960.52
2016-03-07,2886.64,2911.84,2897.34,2871.35,2174668.25,23.19,0.81,2842.82,2824.277,2818.815,2551218.83,2357566.06,2066258.3
2016-03-04,2848.54,2880.37,2874.15,2808.85,3124951.75,14.39,0.5,2800.948,2827.261,2808.39,2531106.6,2372275.29,2035716.76
2016-03-03,2847.33,2878.45,2859.76,2840.87,2874782.0,10.08,0.35,2779.56,2825.848,2801.563,2288337.2,2223171.52,1972805.72
2016-03-02,2733.77,2852.7,2849.68,2732.54,2709617.75,116.51,4.26,2755.858,2826.161,2791.358,2253949.65,2154897.2,1914626.76
2016-03-01,2688.38,2747.56,2733.17,2668.76,1872074.38,45.19,1.68,2771.702,2827.927,2785.652,2138846.85,2100845.35,1887006.9
2016-02-29,2754.81,2755.89,2687.98,2638.96,2074107.12,-79.23,-2.86,2805.734,2838.267,2786.483,2163913.3,2109599.52,1898821.21
2016-02-26,2760.06,2784.75,2767.21,2715.87,1911104.75,25.96,0.95,2853.574,2844.089,2799.009,2213443.97,2031452.75,1871635.38
2016-02-25,2922.24,2922.24,2741.25,2729.85,2702844.25,-187.65,-6.41,2872.136,2843.717,2806.477,2158005.85,1981528.56,1855985.51
2016-02-24,2889.88,2929.87,2928.9,2872.27,2134103.75,25.57,0.88,2896.464,2847.694,2813.438,2055844.75,1881626.15,1816681.13
2016-02-23,2925.71,2928.05,2903.33,2872.28,1997406.62,-23.85,-0.81,2884.152,2828.729,2815.828,2062843.85,1816612.99,1818228.68
2016-02-22,2888.6,2933.96,2927.18,2880.35,2321760.5,67.16,2.35,2870.8,2813.353,2821.049,2055285.75,1774950.54,1820998.2
2016-02-19,2854.9,2872.72,2860.02,2840.49,1633914.12,-2.87,-0.1,2834.604,2789.52,2820.382,1849461.52,1699158.24,1787260.02
2016-02-18,2881.78,2893.21,2862.89,2857.7,2192038.75,-4.45,-0.15,2815.298,2777.278,2822.429,1805051.28,1722439.92,1804925.17
2016-02-17,2829.76,2868.7,2867.34,2824.36,2169099.25,30.77,1.08,2798.924,2756.555,2829.667,1707407.55,1674356.32,1801776.06
2016-02-16,2758.58,2840.62,2836.57,2758.58,1959616.12,90.37,3.29,2773.306,2743.377,2833.78,1570382.12,1673168.45,1790462.14
2016-02-15,2684.96,2760.36,2746.2,2682.09,1292639.38,-17.29,-0.63,2755.906,2734.699,2843.095,1494615.32,1688042.89,1796311.15
2016-02-05,2783.08,2790.06,2763.49,2762.16,1411862.88,-17.53,-0.63,2744.436,2753.93,2856.62,1548854.95,1711818.01,1867501.03
2016-02-04,2751.43,2793.3,2781.02,2751.31,1703820.12,41.77,1.52,2739.258,2769.237,2877.766,1639828.57,1730442.46,1940128.3
2016-02-03,2719.57,2746.07,2739.25,2696.88,1483972.12,-10.32,-0.38,2714.186,2779.183,2894.965,1641305.1,1751736.11,1890221.86
2016-02-02,2687.98,2755.16,2749.57,2687.98,1580782.12,60.72,2.26,2713.448,2802.927,2926.094,1775954.77,1819844.37,1935466.59
2016-02-01,2730.98,2735.26,2688.85,2655.62,1563837.5,-48.75,-1.78,2713.492,2828.744,2953.001,1881470.45,1867045.86,1989868.52
2016-01-29,2652.85,2755.37,2737.6,2649.79,1866731.0,81.94,3.08,2763.424,2851.243,2983.371,1874781.07,1875361.81,2003885.86
2016-01-28,2711.16,2740.54,2655.66,2647.49,1711202.75,-79.9,-2.92,2799.216,2867.58,3023.451,1821056.35,1887410.41,1999031.14
2016-01-27,2756.08,2768.77,2735.56,2638.3,2157220.5,-14.23,-0.52,2844.18,2902.779,3069.312,1862167.12,1929195.79,2007415.81
2016-01-26,2907.72,2911.99,2749.79,2743.84,2108360.5,-188.72,-6.42,2892.406,2924.183,3110.721,1863733.97,1907755.84,1990830.74
2016-01-25,2934.08,2955.78,2938.51,2911.83,1530390.62,21.95,0.75,2943.996,2951.49,3149.92,1852621.27,1904579.41,2020404.36
2016-01-22,2911.11,2931.36,2916.56,2851.73,1598107.38,36.08,1.25,2939.062,2959.309,3184.39,1875942.55,2023184.05,2043110.38
2016-01-21,2934.39,2998.79,2880.48,2880.08,1916756.62,-96.21,-3.23,2935.944,2986.294,3219.186,1953764.47,2149814.14,2077097.62
2016-01-20,2993.01,3016.28,2976.69,2951.92,2165054.75,-31.05,-1.03,2961.378,3010.746,3256.967,1996224.45,2028707.6,2130360.69
2016-01-19,2914.41,3012.07,3007.74,2906.4,2052797.0,93.9,3.22,2955.96,3049.261,3290.721,1951777.7,2051088.8,2152697.34
2016-01-18,2847.54,2945.45,2913.84,2844.7,1646997.0,12.87,0.44,2958.984,3077.258,3322.457,1956537.55,2112691.17,2199982.13
2016-01-15,2988.05,3001.71,2900.97,2883.87,1987217.0,-106.68,-3.55,2979.556,3115.5,3355.713,2170425.55,2132409.9,2254486.23
2016-01-14,2874.05,3012.29,3007.65,2867.55,2129056.5,58.05,1.97,3036.644,3179.321,3389.665,2345863.8,2110651.86,2297053.62
2016-01-13,3041.11,3059.01,2949.6,2949.29,1942821.0,-73.26,-2.42,3060.114,3235.844,3415.092,2061190.75,2085635.82,2287341.95
2016-01-12,3026.16,3047.66,3022.86,2978.46,2076596.25,6.16,0.2,3142.562,3297.258,3443.13,2150399.9,2073905.65,2290436.57
2016-01-11,3131.85,3166.22,3016.7,3016.7,2716437.0,-169.71,-5.33,3195.532,3348.35,3468.02,2268844.8,2136229.3,2294294.07
2016-01-08,3194.63,3235.45,3186.41,3056.88,2864408.25,61.41,1.97,3251.444,3409.471,3488.914,2094394.25,2063036.71,2249926.66
2016-01-07,3309.66,3309.66,3125.0,3115.89,705691.25,-236.84,-7.04,3321.998,3452.079,3502.368,1875439.92,2004381.11,2206920.0
2016-01-06,3291.19,3362.97,3361.84,3288.93,2388866.75,74.13,2.25,3411.574,3503.188,3519.741,2110080.9,2232013.79,2269484.86
2016-01-05,3196.65,3328.14,3287.71,3189.6,2668820.75,-8.55,-0.26,3451.954,3532.181,3525.152,1997411.4,2254305.89,2262225.17
2016-01-04,3536.59,3538.69,3296.26,3295.74,1844184.25,-242.92,-6.86,3501.168,3567.657,3537.613,2003613.8,2287273.09,2232935.42
